"","Nfu.Gene.ID","Nfu.Gene.symbol.nfu2015","Nfu.Gene.symbol.garhum"
"5756","Nfu_g_1_005756","OTC","otc"
"5757","Nfu_g_1_005757","TMPRSS3","tmprss3a"
"5758","Nfu_g_1_005758","NMS","nms"
"5759","Nfu_g_1_005759","TMTC4","tmtc4"
"5760","Nfu_g_1_005760","TBCCD1","tbccd1"
"5761","Nfu_g_1_005761","COQ10B","coq10b"
"5762","Nfu_g_1_005762","TGFBR2","si:dkey-101k6.5"
"5763","Nfu_g_1_005763","SATB2 (1 OF 2)","satb2"
"5764","Nfu_g_1_005764","HYAL4","HYAL4"
"5765","Nfu_g_1_005765","ARL5A","arl5a"
"5766","Nfu_g_1_005766","BRP44","mpc2"
"5767","Nfu_g_1_005767","NR1I2","nr1i2"
"5768","Nfu_g_1_005768","PLEKHM3","PLEKHM3"
"5769","Nfu_g_1_005769","BX908745.1","BX908745.1"
"5770","Nfu_g_1_005770","ASMTL","asmtl"
"5771","Nfu_g_1_005771","PAX6 (2 OF 2)","pax6b"
"5772","Nfu_g_1_005772","","si:dkey-256i11.1"
"5773","Nfu_g_1_005773","WDFY2","wdfy2"
"5774","Nfu_g_1_005774","RCBTB1","rcbtb1"
"5775","Nfu_g_1_005775","ARHGEF7A","arhgef7a"
"5776","Nfu_g_1_005776","FAM65A","fam65a"
"5777","Nfu_g_1_005777","IRS2 (1 OF 2)","IRS2"
"5778","Nfu_g_1_005778","ANKRD10B","ankrd10a"
"5779","Nfu_g_1_005779","RPL24","rpl24"
"5780","Nfu_g_1_005780","ITGB5","itgb5"
"5781","Nfu_g_1_005781","TRIM13","trim13"
"5782","Nfu_g_1_005782","FILIP1L (2 OF 3)","FILIP1L (1 of 2)"
"5783","Nfu_g_1_005783","",""
"5784","Nfu_g_1_005784","","si:ch211-184m13.4"
"5785","Nfu_g_1_005785","ZIC2A","zic2a"
"5786","Nfu_g_1_005786","ANKRD50","ANKRD50 (1 of 2)"
"5787","Nfu_g_1_005787","GPR156","GPR156"
"5788","Nfu_g_1_005788","","btr26"
"5789","Nfu_g_1_005789","WDR4","WDR4 (2 of 2)"
"5790","Nfu_g_1_005790","RAB20","rab20"
"5791","Nfu_g_1_005791","","CABZ01069020.1"
"5792","Nfu_g_1_005792","IL1RAPL1 (2 OF 2)","il1rapl1a"
"5793","Nfu_g_1_005793","DNAJB11","dnajb11"
"5794","Nfu_g_1_005794","ZIC5","zic5"
"5795","Nfu_g_1_005795","MOB4","mob4"
"5796","Nfu_g_1_005796","",""
"5797","Nfu_g_1_005797","K413DRAFT_3140",""
"5798","Nfu_g_1_005798","NALCN","nalcn"
"5799","Nfu_g_1_005799","SHOX","shox"
"5800","Nfu_g_1_005800","METTL21C (2 OF 2)","METTL21C (2 of 2)"
"5801","Nfu_g_1_005801","","or128-6"
"5802","Nfu_g_1_005802","PDCL3","PDCL3"
"5803","Nfu_g_1_005803","",""
"5804","Nfu_g_1_005804","INSIG2","insig2"
"5805","Nfu_g_1_005805","LCMT2","lcmt2"
"5806","Nfu_g_1_005806","SI:CH73-269M14.4","si:ch73-269m14.4"
"5807","Nfu_g_1_005807","POU3F3B","pou3f3b"
"5808","Nfu_g_1_005808","N6AMT2","n6amt2"
"5809","Nfu_g_1_005809","","DUSP3 (1 of 2)"
"5810","Nfu_g_1_005810","PLA1A","pla1a"
"5811","Nfu_g_1_005811","FAM46C","fam46c"
"5812","Nfu_g_1_005812","CABLES2A","CABLES2 (1 of 2)"
"5813","Nfu_g_1_005813","SEC22A","sec22a"
"5814","Nfu_g_1_005814","",""
"5815","Nfu_g_1_005815","","CABZ01054962.1"
"5816","Nfu_g_1_005816","PIGA","piga"
"5817","Nfu_g_1_005817","OLA.907","si:rp71-68n21.12"
"5818","Nfu_g_1_005818","SRPX","srpx"
"5819","Nfu_g_1_005819","TRAPPC10","TRAPPC10"
"5820","Nfu_g_1_005820","HAO2","hao2"
"5821","Nfu_g_1_005821","KCTD12.1","kctd12.1"
"5822","Nfu_g_1_005822","NEUROD","neurod"
"5823","Nfu_g_1_005823","PTPLB","ptplb"
"5824","Nfu_g_1_005824","CENPJ","cenpj"
"5825","Nfu_g_1_005825","CTCF (1 OF 2)","ctcf"
"5826","Nfu_g_1_005826","EN1","eng1b"
"5827","Nfu_g_1_005827","NEB","neb"
"5828","Nfu_g_1_005828","OLIG1","olig1"
"5829","Nfu_g_1_005829","CABZ01088346.1","ano2"
"5830","Nfu_g_1_005830","GRM8 (2 OF 2)","GRM8 (2 of 2)"
"5831","Nfu_g_1_005831","","crygm2f"
"5832","Nfu_g_1_005832","",""
"5833","Nfu_g_1_005833","PDIA5","pdia5"
"5834","Nfu_g_1_005834","ITM2B","itm2ba"
"5835","Nfu_g_1_005835","MED4","med4"
"5836","Nfu_g_1_005836","GRTP1B","grtp1b"
"5837","Nfu_g_1_005837","NYX","nyx"
"5838","Nfu_g_1_005838","PTPRZ1A","ptprz1a"
"5839","Nfu_g_1_005839","KCNH3","kcnh3"
"5840","Nfu_g_1_005840","RNASEH2B","rnaseh2b"
"5841","Nfu_g_1_005841","ILDR2","ildr2"
"5842","Nfu_g_1_005842","SLC13A1","slc13a1"
"5843","Nfu_g_1_005843","",""
"5844","Nfu_g_1_005844","KATNAL1","katna1"
"5845","Nfu_g_1_005845","MAO","mao"
"5846","Nfu_g_1_005846","ITGBL1","itgbl1"
"5847","Nfu_g_1_005847","C9H2ORF49","C9H2orf49"
"5848","Nfu_g_1_005848","UCHL3","uchl3"
"5849","Nfu_g_1_005849","GPA33 (1 OF 2)","gpa33"
"5850","Nfu_g_1_005850","","si:ch211-269e2.1"
"5851","Nfu_g_1_005851","BCOR (1 OF 2)","bcor"
"5852","Nfu_g_1_005852","",""
"5853","Nfu_g_1_005853","SUCLA2","sucla2"
"5854","Nfu_g_1_005854","REV1","REV1"
"5855","Nfu_g_1_005855","CRYGS","crygs1"
"5856","Nfu_g_1_005856","","SOGA1"
"5857","Nfu_g_1_005857","","crygm2b"
"5858","Nfu_g_1_005858","",""
"5859","Nfu_g_1_005859","",""
"5860","Nfu_g_1_005860","CLYBL","clybl"
"5861","Nfu_g_1_005861","GSK3B","gsk3b"
"5862","Nfu_g_1_005862","JAGN1A","jagn1a"
"5863","Nfu_g_1_005863","UXS1","uxs1"
"5864","Nfu_g_1_005864","ENOX1","enox1"
"5865","Nfu_g_1_005865","",""
"5866","Nfu_g_1_005866","C2ORF40","C9H2orf40 (2 of 2)"
"5867","Nfu_g_1_005867","MAN1A2","MAN1A2"
"5868","Nfu_g_1_005868","BX004812.1","BX004812.1"
"5869","Nfu_g_1_005869","NDUFV3","ndufv3"
"5870","Nfu_g_1_005870","MAATS1","C9H3orf15"
"5871","Nfu_g_1_005871","",""
"5872","Nfu_g_1_005872","FEZF1","fezf1"
"5873","Nfu_g_1_005873","ADRM1","adrm1b"
"5874","Nfu_g_1_005874","GRPR","grpr"
"5875","Nfu_g_1_005875","CDC16","cdc16"
"5876","Nfu_g_1_005876","CRYL1","cryl1"
"5877","Nfu_g_1_005877","RLTPR","rltpr"
"5878","Nfu_g_1_005878","VWA8","vwa8"
"5879","Nfu_g_1_005879","ST6GAL2","st6gal2"
"5880","Nfu_g_1_005880","TNNI2A.2","tnni2a.2"
"5881","Nfu_g_1_005881","MFSD9","mfsd9"
"5882","Nfu_g_1_005882","FHL2 (1 OF 2)","fhl2a"
"5883","Nfu_g_1_005883","TFG","tfg"
"5884","Nfu_g_1_005884","XKR7 (2 OF 2)","XKR7 (2 of 2)"
"5885","Nfu_g_1_005885","NXPE3","nxpe3"
"5886","Nfu_g_1_005886","","si:ch1073-409b12.4"
"5887","Nfu_g_1_005887","COL4A2","col4a2"
"5888","Nfu_g_1_005888","JAM2B","jam2b"
"5889","Nfu_g_1_005889","SPAM1","spam1"
"5890","Nfu_g_1_005890","","si:dkey-4e7.3"
"5891","Nfu_g_1_005891","LAMP1","lamp1"
"5892","Nfu_g_1_005892","TNNI2A.1","tnni2a.1"
"5893","Nfu_g_1_005893","SENP7 (2 OF 2)","SENP7 (2 of 2)"
"5894","Nfu_g_1_005894","","CR848759.2"
"5895","Nfu_g_1_005895","POT1","pot1"
"5896","Nfu_g_1_005896","SERPINE3","serpine3"
"5897","Nfu_g_1_005897","OLA.3458","si:dkey-92i17.2"
"5898","Nfu_g_1_005898","NEK5","nek4"
"5899","Nfu_g_1_005899","","si:ch211-218d20.15"
"5900","Nfu_g_1_005900","TNFSF11","tnfsf11"
"5901","Nfu_g_1_005901","CMSS1","C9H3orf26"
"5902","Nfu_g_1_005902","ILDR1B","ildr1b"
"5903","Nfu_g_1_005903","PIKFYVE","pikfyve"
"5904","Nfu_g_1_005904","FGF14","fgf14"
"5905","Nfu_g_1_005905","IRG1","irg1"
"5906","Nfu_g_1_005906","CCKBR (2 OF 2)","CCKBR (2 of 2)"
"5907","Nfu_g_1_005907","",""
"5908","Nfu_g_1_005908","","si:dkey-100n23.5"
"5909","Nfu_g_1_005909","INPP4AA","inpp4aa"
"5910","Nfu_g_1_005910","",""
"5911","Nfu_g_1_005911","ZC3H12C (1 OF 2)","zc3h12b"
"5912","Nfu_g_1_005912","CR759921.2","GPR37 (2 of 2)"
"5913","Nfu_g_1_005913","COL4A1","col4a1"
"5914","Nfu_g_1_005914","ESD","esd"
"5915","Nfu_g_1_005915","FUNDC1","fundc1"
"5916","Nfu_g_1_005916","GPR161","gpr161"
"5917","Nfu_g_1_005917","ETV5A","etv5a"
"5918","Nfu_g_1_005918","FAM124A","FAM124A"
"5919","Nfu_g_1_005919","KLF12A","klf12b"
"5920","Nfu_g_1_005920","","si:dkey-4e7.3"
"5921","Nfu_g_1_005921","OLA.2819","zgc:55512"
"5922","Nfu_g_1_005922","SIK1","SIK1"
"5923","Nfu_g_1_005923","",""
"5924","Nfu_g_1_005924","",""
"5925","Nfu_g_1_005925","DHRS12","dhrs12"
"5926","Nfu_g_1_005926","FTSJ1","ftsj1"
"5927","Nfu_g_1_005927","KALRNA","TRIO (1 of 2)"
"5928","Nfu_g_1_005928","","slc22a4"
"5929","Nfu_g_1_005929","OLIG2","olig2"
"5930","Nfu_g_1_005930","",""
"5931","Nfu_g_1_005931","FSTL1B","fstl1b"
"5932","Nfu_g_1_005932","KPNA3","kpna3"
"5933","Nfu_g_1_005933","XPO4","xpo4"
"5934","Nfu_g_1_005934","CCDC93","ccdc93"
"5935","Nfu_g_1_005935","SKA3","ska3"
"5936","Nfu_g_1_005936","GPR89B","GPR89B"
"5937","Nfu_g_1_005937","RLTPR","RLTPR"
"5938","Nfu_g_1_005938","CEP97","cep97"
"5939","Nfu_g_1_005939","MAN1A2","MAN1A2"
"5940","Nfu_g_1_005940","NCK2","nck2a"
"5941","Nfu_g_1_005941","TNNI2 (5 OF 5)","tnni2a.4"
"5942","Nfu_g_1_005942","RLTPR","RLTPR"
"5943","Nfu_g_1_005943","MID1IP1A","mid1ip1a"
"5944","Nfu_g_1_005944","MAP4K4 (1 OF 2)","MAP4K4"
"5945","Nfu_g_1_005945","CACNB4A","cacnb4a"
"5946","Nfu_g_1_005946","ALG11 (2 OF 2)","ALG11"
"5947","Nfu_g_1_005947","","zgc:92066"
"5948","Nfu_g_1_005948","","si:ch211-259i2.2"
"5949","Nfu_g_1_005949","FZD5","fzd5"
"5950","Nfu_g_1_005950","ASB11","asb11"
"5951","Nfu_g_1_005951","SLC37A1","slc37a1"
"5952","Nfu_g_1_005952","PDZK1","pdzk1"
"5953","Nfu_g_1_005953","BCAR1","bcar1"
"5954","Nfu_g_1_005954","HYAL6","hyal6"
"5955","Nfu_g_1_005955","LRRC58B","lrrc58b"
"5956","Nfu_g_1_005956","ARHGAP20","arhgap20"
"5957","Nfu_g_1_005957","","si:ch1073-394i4.1"
"5958","Nfu_g_1_005958","GPR45","GPR45"
"5959","Nfu_g_1_005959","ING1","ing1"
"5960","Nfu_g_1_005960","",""
"5961","Nfu_g_1_005961","CBS (2 OF 2)","cbsb"
"5962","Nfu_g_1_005962","",""
"5963","Nfu_g_1_005963","","si:ch211-245n8.1"
"5964","Nfu_g_1_005964","PRR33 (2 of 2)","si:ch73-343m12.1"
"5965","Nfu_g_1_005965","SI:CH211-140M22.7","FSCB (2 of 3)"
"5966","Nfu_g_1_005966","CNTNAP5A","cntnap5a"
"5967","Nfu_g_1_005967","PHF11","phf11"
"5968","Nfu_g_1_005968","CERKL","CERKL"
"5969","Nfu_g_1_005969","LRP5","lrp5"
"5970","Nfu_g_1_005970","IL18R1","il1rapl2"
"5971","Nfu_g_1_005971","TMEM30C","tmem30c"
"5972","Nfu_g_1_005972","CLCN1B","clcn1b"
"5973","Nfu_g_1_005973","DGKG","DGKG"
"5974","Nfu_g_1_005974","DCBLD2","dcbld2"
"5975","Nfu_g_1_005975","ATP6AP2","atp6ap2"
"5976","Nfu_g_1_005976","IQUB","IQUB"
"5977","Nfu_g_1_005977","DNAJC15","dnajc15"
"5978","Nfu_g_1_005978","SESTD1","sestd1"
"5979","Nfu_g_1_005979","FAM160A2","fam160a2"
"5980","Nfu_g_1_005980","CR354540.2","CR354540.2"
"5981","Nfu_g_1_005981","P2RY8","p2ry8"
"5982","Nfu_g_1_005982","SCEL","scel"
"5983","Nfu_g_1_005983","ARMC8","ARMC8"
"5984","Nfu_g_1_005984","DYNLT3","dynlt3"
"5985","Nfu_g_1_005985","",""
"5986","Nfu_g_1_005986","CCDC80","ccdc80"
"5987","Nfu_g_1_005987","DNAI1","DNAI1 (1 of 2)"
"5988","Nfu_g_1_005988","NEB","neb"
"5989","Nfu_g_1_005989","","si:dkey-8o9.6"
"5990","Nfu_g_1_005990","NDP","NDP"
"5991","Nfu_g_1_005991","DDX3","pl10"
"5992","Nfu_g_1_005992","AASS","aass"
"5993","Nfu_g_1_005993","","si:dkey-91i10.3"
"5994","Nfu_g_1_005994","CD200R1L","CD200R1L"
"5995","Nfu_g_1_005995","SLC9A2","slc9a2"
"5996","Nfu_g_1_005996","HPX","hpx"
"5997","Nfu_g_1_005997","DBR1","dbr1"
"5998","Nfu_g_1_005998","","CABZ01055715.1"
"5999","Nfu_g_1_005999","PDE1A","PDE1A"
"6000","Nfu_g_1_006000","CARKD","CARKD"
"6001","Nfu_g_1_006001","ABHD13","abhd13"
"6002","Nfu_g_1_006002","TBC1D4","TBC1D4"
"6003","Nfu_g_1_006003","DNAJC24","dnajc24"
"6004","Nfu_g_1_006004","CD200R1L","CD200R1L"
"6005","Nfu_g_1_006005","TNFAIP6","tnfaip6"
"6006","Nfu_g_1_006006","",""
"6007","Nfu_g_1_006007","HSPD1","hspd1"
"6008","Nfu_g_1_006008","U2AF1","u2af1"
"6009","Nfu_g_1_006009","TMEM182","tmem182"
"6010","Nfu_g_1_006010","",""
"6011","Nfu_g_1_006011","MPHOSPH8","mphosph8"
"6012","Nfu_g_1_006012","CREB1 (1 OF 2)","creb1a"
"6013","Nfu_g_1_006013","RRP1","rrp1"
"6014","Nfu_g_1_006014","CNOT11","C9H2orf29"
"6015","Nfu_g_1_006015","",""
"6016","Nfu_g_1_006016","CR392001.1","CR392001.1"
"6017","Nfu_g_1_006017","","FANCA"
"6018","Nfu_g_1_006018","ME3","me3"
"6019","Nfu_g_1_006019","RIC8A","ric8a"
"6020","Nfu_g_1_006020","SI:CH211-166E11.5","si:ch211-166e11.5"
"6021","Nfu_g_1_006021","",""
"6022","Nfu_g_1_006022","MYO16","myo16"
"6023","Nfu_g_1_006023","TFDP1A","tfdp1a"
"6024","Nfu_g_1_006024","RPGRA","rpgrb"
"6025","Nfu_g_1_006025","DUSP19","dusp19"
"6026","Nfu_g_1_006026","USP9","usp9"
"6027","Nfu_g_1_006027","KLF7B","klf7b"
"6028","Nfu_g_1_006028","LCP1","pls3"
"6029","Nfu_g_1_006029","TXNDC9","txndc9"
"6030","Nfu_g_1_006030","C25H11ORF24","C25H11orf24"
"6031","Nfu_g_1_006031","KBTBD7","kbtbd7"
"6032","Nfu_g_1_006032","",""
"6033","Nfu_g_1_006033","HSPBAP1","hspbap1"
"6034","Nfu_g_1_006034","","BX294175.4"
"6035","Nfu_g_1_006035","OLA.26122","si:rp71-68n21.9"
"6036","Nfu_g_1_006036","","ahr2"
"6037","Nfu_g_1_006037","POU2F1B","pou2f1b"
"6038","Nfu_g_1_006038","PKNOX1","pknox1.2"
"6039","Nfu_g_1_006039","SYTL5","sytl5"
"6040","Nfu_g_1_006040","VWA8","vwa8"
"6041","Nfu_g_1_006041","RAB5B","rab5b"
"6042","Nfu_g_1_006042","",""
"6043","Nfu_g_1_006043","XK","xk"
"6044","Nfu_g_1_006044","PDE1A","PDE1A"
"6045","Nfu_g_1_006045","C9H2ORF15","C9H2orf15"
"6046","Nfu_g_1_006046","ZMYM2","zmym2"
"6047","Nfu_g_1_006047","WARS2","wars2"
"6048","Nfu_g_1_006048","SI:CH211-149L1.2","si:ch211-149l1.2"
"6049","Nfu_g_1_006049","DLDH","dldh"
"6050","Nfu_g_1_006050","TTF2","TTF2"
"6051","Nfu_g_1_006051","","si:ch211-160b11.4"
"6052","Nfu_g_1_006052","ZNF385B","znf385b"
"6053","Nfu_g_1_006053","KLF5B","klf5b"
"6054","Nfu_g_1_006054","CX30.3","cx30.3"
"6055","Nfu_g_1_006055","ATP11A (2 OF 2)","atp11a"
"6056","Nfu_g_1_006056","AFF3","AFF3"
"6057","Nfu_g_1_006057","DACHD","dachd"
"6058","Nfu_g_1_006058","HSPE1","hspe1"
"6059","Nfu_g_1_006059","CABZ01054965.1","CABZ01054965.1"
"6060","Nfu_g_1_006060","","btr26"
"6061","Nfu_g_1_006061","TBX15","tbx15"
"6062","Nfu_g_1_006062","LACC1","lacc1"
"6063","Nfu_g_1_006063","RFTN2","rftn2"
"6064","Nfu_g_1_006064","GDAP2","gdap2"
"6065","Nfu_g_1_006065","ABI2A","ABI2 (1 of 2)"
"6066","Nfu_g_1_006066","",""
"6067","Nfu_g_1_006067","SI:CH73-112L6.1","si:ch73-112l6.1"
"6068","Nfu_g_1_006068","ABHD8","ABHD8 (1 of 2)"
"6069","Nfu_g_1_006069","ANO8A","si:dkey-77a20.8"
"6070","Nfu_g_1_006070","KDM4A (2 OF 2)","KDM4A (1 of 2)"
"6071","Nfu_g_1_006071","",""
"6072","Nfu_g_1_006072","IL1RAPL2","il1rapl2"
"6073","Nfu_g_1_006073","","si:ch211-127i16.2"
"6074","Nfu_g_1_006074","",""
"6075","Nfu_g_1_006075","NCAM1A","ncam1a"
"6076","Nfu_g_1_006076","NUP98","nup98"
"6077","Nfu_g_1_006077","TAF9","taf9"
"6078","Nfu_g_1_006078","SLC35F2","slc35f2"
"6079","Nfu_g_1_006079","USP28","usp28"
"6080","Nfu_g_1_006080","","or115-10"
"6081","Nfu_g_1_006081","RNASEK-C17ORF49","zgc:92664"
"6082","Nfu_g_1_006082","ARRB2 (1 OF 2)","arrb2b"
"6083","Nfu_g_1_006083","","KRT23 (14 of 15)"
"6084","Nfu_g_1_006084","SMTNL2 (2 OF 2)","smtnl"
"6085","Nfu_g_1_006085","TMEM120A","tmem120a"
"6086","Nfu_g_1_006086","OCS_05354",""
"6087","Nfu_g_1_006087","NDUFA2","ndufa2"
"6088","Nfu_g_1_006088","CABZ01078499.2","CABZ01078499.2"
"6089","Nfu_g_1_006089","CU633861.2","BX005022.1"
"6090","Nfu_g_1_006090","TMPRSS15","TMPRSS15"
"6091","Nfu_g_1_006091","","zgc:162171"
"6092","Nfu_g_1_006092","TECTA","tecta"
"6093","Nfu_g_1_006093","","zgc:152857"
"6094","Nfu_g_1_006094","CCDC150","CCDC150"
"6095","Nfu_g_1_006095","RPS14","rps14"
"6096","Nfu_g_1_006096","YWHAE1","ywhae1"
"6097","Nfu_g_1_006097","FAM57A (1 OF 2)","fam57bb"
"6098","Nfu_g_1_006098","GRIA4B","gria4b"
"6099","Nfu_g_1_006099","CDX1B","cdx1b"
"6100","Nfu_g_1_006100","SLCO2B1","slco2b1"
"6101","Nfu_g_1_006101","SERPINF2 (2 OF 2)","serpinf2a"
"6102","Nfu_g_1_006102","CAMK2A","camk2a"
"6103","Nfu_g_1_006103","ELMOD1","elmod1"
"6104","Nfu_g_1_006104","SC5DL","sc5dl"
"6105","Nfu_g_1_006105","","or115-14"
"6106","Nfu_g_1_006106","2410024N13Rik",""
"6107","Nfu_g_1_006107","MED31","med31"
"6108","Nfu_g_1_006108","CBL (2 OF 2)","cbl"
"6109","Nfu_g_1_006109","ADAMTS22","adamts22"
"6110","Nfu_g_1_006110","",""
"6111","Nfu_g_1_006111","RBMX2","rbmx2"
"6112","Nfu_g_1_006112","ORAI2","ORAI2"
"6113","Nfu_g_1_006113","SERPINF1","serpinf1"
"6114","Nfu_g_1_006114","FP102052.1","FP102052.1"
"6115","Nfu_g_1_006115","BCKDK","bckdk"
"6116","Nfu_g_1_006116","OMPB","ompb"
"6117","Nfu_g_1_006117","AP4M1","ap4m1"
"6118","Nfu_g_1_006118","CUL5B","cul5a"
"6119","Nfu_g_1_006119","ALKBH4","ALKBH4"
"6120","Nfu_g_1_006120","CHM","chm"
"6121","Nfu_g_1_006121","","BX511080.1"
"6122","Nfu_g_1_006122","",""
"6123","Nfu_g_1_006123","SIAH2L","siah2l"
"6124","Nfu_g_1_006124","PLEKHB1","PLEKHB1 (2 of 2)"
"6125","Nfu_g_1_006125","APBB3","APBB3"
"6126","Nfu_g_1_006126","MCAM (1 OF 2)","MCAM (1 of 3)"
"6127","Nfu_g_1_006127","CSF1RB","csf1ra"
"6128","Nfu_g_1_006128","TBCELB","tbcelb"
"6129","Nfu_g_1_006129","CRK (2 OF 2)","crk"
"6130","Nfu_g_1_006130","CAPN5B","capn5b"
"6131","Nfu_g_1_006131","HTR3B","htr3b"
"6132","Nfu_g_1_006132","HTR3A","htr3a"
"6133","Nfu_g_1_006133","CR847523.1","CR847523.1"
"6134","Nfu_g_1_006134","LRWD1","lrwd1"
"6135","Nfu_g_1_006135","OLA.11772","USP2 (2 of 3)"
"6136","Nfu_g_1_006136","CADM1A","cadm1a"
"6137","Nfu_g_1_006137","FAM122B","fam122b"
"6138","Nfu_g_1_006138","ADAMTS22","adamts22"
"6139","Nfu_g_1_006139","SRA1","sra1"
"6140","Nfu_g_1_006140","RNASEKB","rnasekb"
"6141","Nfu_g_1_006141","CU457778.1","CU570881.1"
"6142","Nfu_g_1_006142","","gbgt1l1"
"6143","Nfu_g_1_006143","BAALC (1 OF 2)","BAALC"
"6144","Nfu_g_1_006144","NME6","nme6"
"6145","Nfu_g_1_006145","OLA.22506","BX470224.1"
"6146","Nfu_g_1_006146","OLA.9084","si:ch211-8c17.2"
"6147","Nfu_g_1_006147","CCDC171","CCDC171"
"6148","Nfu_g_1_006148","","zgc:158659"
"6149","Nfu_g_1_006149","WDR55","wdr55"
"6150","Nfu_g_1_006150","SI:CH211-116M6.3","si:ch211-116m6.3"
"6151","Nfu_g_1_006151","TSC22D2 (2 OF 2)","TSC22D2"
"6152","Nfu_g_1_006152","SI:CH211-240B21.2","si:ch211-240b21.2"
"6153","Nfu_g_1_006153","NPY2R","NPY2R (1 of 3)"
"6154","Nfu_g_1_006154","USP48","usp48"
"6155","Nfu_g_1_006155","","CU138508.1"
"6156","Nfu_g_1_006156","CABZ01074298.1","CABZ01074298.1"
"6157","Nfu_g_1_006157","BRAFLDRAFT_72851",""
"6158","Nfu_g_1_006158","TRRAP","TRRAP"
"6159","Nfu_g_1_006159","TMEM117","tmem117"
"6160","Nfu_g_1_006160","","CR385063.1"
"6161","Nfu_g_1_006161","MED16","med16"
"6162","Nfu_g_1_006162","TRMT61B","trmt61a"
"6163","Nfu_g_1_006163","LRFN2 (2 OF 2)","LRFN2 (2 of 2)"
"6164","Nfu_g_1_006164","",""
"6165","Nfu_g_1_006165","SUPT7L","supt7l"
"6166","Nfu_g_1_006166","C2ORF71 (1 OF 2)","C17H2orf71"
"6167","Nfu_g_1_006167","GPRC6A","gprc6a"
"6168","Nfu_g_1_006168","RBKS","rbks"
"6169","Nfu_g_1_006169","ALK","alk"
"6170","Nfu_g_1_006170","FOSL2","fosl2"
"6171","Nfu_g_1_006171","SLC4A1AP","slc4a1ap"
"6172","Nfu_g_1_006172","ALK","alk"
"6173","Nfu_g_1_006173","WDR35","wdr35"
"6174","Nfu_g_1_006174","","im:7151068"
"6175","Nfu_g_1_006175","SPDYA","spdya"
"6176","Nfu_g_1_006176","WDR43","wdr43"
"6177","Nfu_g_1_006177","MATN3B","matn4"
"6178","Nfu_g_1_006178","BRE","bre"
"6179","Nfu_g_1_006179","DSE","dse"
"6180","Nfu_g_1_006180","NT5DC1","nt5dc1"
"6181","Nfu_g_1_006181","NDUFAF4","ndufaf4"
"6182","Nfu_g_1_006182","GPR63","gpr63"
"6183","Nfu_g_1_006183","UFL1","ufl1"
"6184","Nfu_g_1_006184","DNMT3B (3 OF 3)","dnmt3"
"6185","Nfu_g_1_006185","CR936484.1","dcbld2"
"6186","Nfu_g_1_006186","RAPGEF5 (2 OF 2)","zgc:165655"
"6187","Nfu_g_1_006187","","wu:fe05a04"
"6188","Nfu_g_1_006188","SP8B","sp8b"
"6189","Nfu_g_1_006189","","fxyd6"
"6190","Nfu_g_1_006190","SERINC2L","serinc2l"
"6191","Nfu_g_1_006191","CT867948.2","CT867948.2"
"6192","Nfu_g_1_006192","ZBTB32","CR388163.2"
"6193","Nfu_g_1_006193","CHN2","chn2"
"6194","Nfu_g_1_006194","DNAH11","dnah11"
"6195","Nfu_g_1_006195","OLA.9537",""
"6196","Nfu_g_1_006196","BX539313.3","BX539313.3"
"6197","Nfu_g_1_006197","FXYD8","fxyd6"
"6198","Nfu_g_1_006198","","hm:zeh0619"
"6199","Nfu_g_1_006199","HACL1","hacl1"
"6200","Nfu_g_1_006200","CSNK2A1","ck2a1"
"6201","Nfu_g_1_006201","","BSN (2 of 2)"
"6202","Nfu_g_1_006202","FKBP14","fkbp14"
"6203","Nfu_g_1_006203","PTPRU (1 OF 2)","ptprua"
"6204","Nfu_g_1_006204","CT867948.1","NFKBID"
"6205","Nfu_g_1_006205","RAPGEF5 (2 OF 2)","RAPGEF5 (2 of 2)"
"6206","Nfu_g_1_006206","",""
"6207","Nfu_g_1_006207","","ZNF672"
"6208","Nfu_g_1_006208","","zgc:66448"
"6209","Nfu_g_1_006209","","si:ch211-254p10.2"
"6210","Nfu_g_1_006210","TRY","try"
"6211","Nfu_g_1_006211","",""
"6212","Nfu_g_1_006212","MACC1","macc1"
"6213","Nfu_g_1_006213","BX539313.4","BX539313.4"
"6214","Nfu_g_1_006214","CK2B","ck2b"
"6215","Nfu_g_1_006215","HDAC9B","hdac9b"
"6216","Nfu_g_1_006216","",""
"6217","Nfu_g_1_006217","EPB41B","map2"
"6218","Nfu_g_1_006218","COLQ","colq"
"6219","Nfu_g_1_006219","","ptprub"
"6220","Nfu_g_1_006220","KCNK5B","kcnk5b"
"6221","Nfu_g_1_006221","PLEKHA8","plekha8"
"6222","Nfu_g_1_006222","SULF2 (2 OF 2)","atn1"
"6223","Nfu_g_1_006223","DNAH11","dnah11"
"6224","Nfu_g_1_006224","APLP1","aplp1"
"6225","Nfu_g_1_006225","LOC101161961","BX294653.2"
"6226","Nfu_g_1_006226","FHOD3 (1 OF 2)","FHOD3 (1 of 2)"
"6227","Nfu_g_1_006227","CABZ01060404.1","si:dkey-65b12.6"
"6228","Nfu_g_1_006228","TRY","try"
"6229","Nfu_g_1_006229","EPB41B","epb41b"
"6230","Nfu_g_1_006230","STMN1A","stmn1b"
"6231","Nfu_g_1_006231","CHN2","chn2"
"6232","Nfu_g_1_006232","OLA.1541","zgc:112374"
"6233","Nfu_g_1_006233","","hcst"
"6234","Nfu_g_1_006234","AIF1","aif1l"
